user_id,age,gender,primary_platform,daily_usage_hours,anxiety_score,depression_score,loneliness_score,sleep_quality_score,sleep_hours,mental_wellbeing_score,addiction_level,age_group,sleep_hours_group,addiction_level_tier,loneliness_group
USR01000,27,Female,Twitter/X,6.5,7.4,10.0,4.4,4.0,8.0,5.0,High,26-35,6-8 jam,3,Kesepian Ringan
USR01001,33,Female,Instagram,3.3,6.3,2.8,3.6,7.0,5.2,6.5,High,26-35,<6 jam,3,Kesepian Ringan
USR01002,40,Male,Facebook,5.3,3.4,5.7,7.1,3.6,6.7,6.3,Moderate,36-45,6-8 jam,2,Kesepian Sedang
USR01003,15,Female,TikTok,2.4,3.5,0.7,10.0,4.5,7.0,7.3,Low,<18,6-8 jam,1,Sangat Kesepian
USR01004,40,Female,TikTok,7.7,2.8,3.5,2.5,1.6,6.7,3.3,Severe,36-45,6-8 jam,4,Tidak Kesepian
USR01005,27,Male,Instagram,5.2,2.1,5.1,1.5,3.3,5.5,5.5,High,26-35,<6 jam,3,Tidak Kesepian
USR01006,28,Female,Instagram,7.5,9.1,3.5,7.8,7.1,5.8,6.2,Severe,26-35,<6 jam,4,Sangat Kesepian
USR01007,36,Female,Instagram,0.5,0.7,5.9,8.4,7.8,4.1,8.1,Low,36-45,<6 jam,1,Sangat Kesepian
USR01008,31,Non-binary,YouTube,3.2,1.7,10.0,5.6,3.0,6.9,4.7,High,26-35,6-8 jam,3,Kesepian Sedang
USR01009,29,Female,YouTube,3.3,2.7,6.4,6.5,8.1,6.9,6.2,High,26-35,6-8 jam,3,Kesepian Sedang
USR01010,42,Female,TikTok,3.5,9.1,2.5,4.3,7.1,7.8,5.8,High,36-45,6-8 jam,3,Kesepian Ringan
USR01011,43,Female,Snapchat,1.7,6.0,4.4,5.8,6.3,4.4,7.1,Moderate,36-45,<6 jam,2,Kesepian Sedang
USR01012,33,Male,Instagram,5.4,3.5,0.0,3.6,3.3,3.7,5.6,Severe,26-35,<6 jam,4,Kesepian Ringan
USR01013,30,Male,TikTok,2.5,3.0,6.4,6.6,10.0,7.4,7.4,Moderate,26-35,6-8 jam,2,Kesepian Sedang
USR01014,25,Male,TikTok,8.5,8.3,3.1,0.4,3.9,7.0,5.4,High,18-25,6-8 jam,3,Tidak Kesepian
USR01015,41,Male,Instagram,3.6,5.7,2.8,5.4,2.1,6.1,4.4,Severe,36-45,6-8 jam,4,Kesepian Sedang
USR01016,43,Non-binary,YouTube,3.4,5.3,5.4,3.7,7.3,7.1,7.6,Low,36-45,6-8 jam,1,Kesepian Ringan
USR01017,34,Female,TikTok,2.9,4.9,3.0,4.2,5.8,6.1,4.8,High,26-35,6-8 jam,3,Kesepian Ringan
USR01018,25,Female,Instagram,5.7,2.3,4.3,4.4,4.1,5.1,6.0,Moderate,18-25,<6 jam,2,Kesepian Ringan
USR01019,30,Male,TikTok,5.2,2.2,3.2,4.0,4.7,7.2,6.2,High,26-35,6-8 jam,3,Kesepian Ringan
USR01020,36,Male,Facebook,2.3,2.5,4.4,5.7,5.0,3.6,7.3,Low,36-45,<6 jam,1,Kesepian Sedang
USR01021,27,Male,YouTube,0.5,5.8,5.5,4.7,4.0,6.7,9.5,Low,26-35,6-8 jam,1,Kesepian Ringan
USR01022,26,Non-binary,Instagram,3.6,5.7,8.3,5.6,3.0,6.6,8.1,Low,26-35,,1,Kesepian Sedang
USR01023,40,Female,Snapchat,2.6,0.2,7.0,7.1,6.7,6.4,8.2,Low,36-45,6-8 jam,1,Kesepian Sedang
USR01024,15,Female,Instagram,4.4,10.0,5.8,2.2,5.4,8.5,7.6,Low,<18,>8 jam,1,Tidak Kesepian
USR01025,39,Female,TikTok,2.5,4.6,7.0,1.5,4.2,4.7,6.5,Low,36-45,<6 jam,1,Tidak Kesepian
USR01026,15,Female,TikTok,5.1,3.9,6.7,6.3,6.7,6.4,4.6,Severe,<18,6-8 jam,4,Kesepian Sedang
USR01027,22,Male,Twitter/X,1.9,4.0,4.4,2.6,6.8,3.3,6.3,High,18-25,<6 jam,3,Kesepian Ringan
USR01028,31,Male,Twitter/X,5.0,5.7,2.2,2.5,8.2,6.1,6.8,Moderate,26-35,6-8 jam,2,Tidak Kesepian
USR01029,29,Female,Instagram,3.9,5.3,3.4,2.4,1.0,4.9,5.5,High,26-35,<6 jam,3,Tidak Kesepian
USR01030,20,Female,Snapchat,6.5,7.7,3.7,2.4,7.7,5.1,9.1,Low,18-25,<6 jam,1,Tidak Kesepian
USR01031,41,Female,TikTok,4.1,5.2,3.0,6.4,5.6,7.3,7.3,Moderate,36-45,6-8 jam,2,Kesepian Sedang
USR01032,22,Non-binary,YouTube,5.8,6.8,5.7,6.5,9.0,8.4,4.8,High,18-25,>8 jam,3,Kesepian Sedang
USR01033,29,Female,Instagram,3.8,6.6,3.2,6.1,4.3,6.2,5.3,High,26-35,6-8 jam,3,Kesepian Sedang
USR01034,42,Female,Instagram,4.0,4.8,5.9,4.0,4.1,4.4,6.9,Moderate,36-45,<6 jam,2,Kesepian Ringan
USR01035,34,Female,YouTube,2.9,7.1,9.2,1.7,6.2,6.6,7.1,Moderate,26-35,6-8 jam,2,Tidak Kesepian
USR01036,32,Male,Snapchat,1.6,2.5,1.2,4.2,8.5,7.7,7.0,Low,26-35,6-8 jam,1,Kesepian Ringan
USR01037,31,Non-binary,Instagram,4.8,3.9,6.7,3.3,8.4,7.2,6.8,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR01038,17,Female,Facebook,4.4,6.2,5.2,4.3,5.8,4.4,5.6,High,<18,<6 jam,3,Kesepian Ringan
USR01039,37,Female,YouTube,7.9,5.5,5.1,3.3,3.1,6.6,6.9,Moderate,36-45,6-8 jam,2,Kesepian Ringan
USR01040,32,Female,Facebook,5.4,4.2,4.5,4.5,9.8,6.4,6.0,High,26-35,6-8 jam,3,Kesepian Ringan
USR01041,39,Non-binary,Instagram,8.5,5.3,8.6,3.2,3.7,5.5,6.8,Moderate,36-45,<6 jam,2,Kesepian Ringan
USR01042,16,Male,TikTok,8.7,3.3,5.3,5.4,6.6,5.4,4.3,Severe,<18,<6 jam,4,Kesepian Sedang
USR01043,29,Female,Snapchat,5.0,1.9,6.6,3.2,6.7,7.1,8.1,Low,26-35,6-8 jam,1,Kesepian Ringan
USR01044,17,Non-binary,YouTube,2.2,5.2,8.0,5.6,2.6,7.6,5.4,Severe,<18,6-8 jam,4,Kesepian Sedang
USR01045,33,Male,Instagram,4.0,1.7,5.9,6.1,4.2,7.5,6.4,Moderate,26-35,6-8 jam,2,Kesepian Sedang
USR01046,30,Male,Facebook,6.7,4.1,3.8,6.3,6.0,4.8,6.5,Moderate,26-35,<6 jam,2,Kesepian Sedang
USR01047,24,Non-binary,TikTok,4.3,5.5,1.9,1.7,4.4,6.8,7.7,Low,18-25,6-8 jam,1,Tidak Kesepian
USR01048,38,Female,Snapchat,6.9,6.5,9.1,3.3,2.2,7.4,2.7,Severe,36-45,6-8 jam,4,Kesepian Ringan
USR01049,31,Male,TikTok,3.7,8.4,3.8,4.9,5.5,6.9,8.0,Low,26-35,6-8 jam,1,Kesepian Ringan
USR01050,19,Female,YouTube,4.7,6.3,6.8,3.2,5.9,7.0,5.5,High,18-25,6-8 jam,3,Kesepian Ringan
USR01051,28,Female,Instagram,6.5,4.7,5.3,3.3,5.6,4.6,5.2,High,26-35,<6 jam,3,Kesepian Ringan
USR01052,27,Female,YouTube,5.9,3.4,3.4,6.9,4.9,6.0,8.2,Low,26-35,<6 jam,1,Kesepian Sedang
USR01053,19,Female,YouTube,5.2,5.5,5.3,3.9,5.5,6.5,5.8,High,18-25,6-8 jam,3,Kesepian Ringan
USR01054,31,Female,Instagram,5.0,9.2,5.1,4.5,5.8,5.7,5.9,High,26-35,<6 jam,3,Kesepian Ringan
USR01055,20,Female,Instagram,5.8,8.6,6.0,4.5,6.0,3.0,5.4,High,18-25,<6 jam,3,Kesepian Ringan
USR01056,35,Female,TikTok,4.3,3.6,5.3,5.4,6.1,8.6,4.6,Severe,26-35,>8 jam,4,Kesepian Sedang
USR01057,22,Male,YouTube,6.7,3.4,3.0,7.9,6.3,6.8,6.1,Moderate,18-25,6-8 jam,2,Sangat Kesepian
USR01058,28,Male,Instagram,3.2,7.0,3.2,1.1,7.3,6.2,8.6,Low,26-35,6-8 jam,1,Tidak Kesepian
USR01059,16,Male,Snapchat,11.1,2.3,5.1,5.9,6.1,5.8,7.0,Moderate,<18,<6 jam,2,Kesepian Sedang
USR01060,41,Non-binary,Facebook,5.0,3.3,4.8,5.1,4.9,3.0,8.2,Low,36-45,<6 jam,1,Kesepian Sedang
USR01061,15,Female,TikTok,2.7,2.2,4.4,2.5,6.1,8.0,7.4,Low,<18,6-8 jam,1,Tidak Kesepian
USR01062,30,Female,Instagram,1.0,6.1,6.5,4.0,8.5,7.1,4.9,High,26-35,,3,Kesepian Ringan
USR01063,41,Non-binary,TikTok,2.5,4.8,4.4,1.1,5.2,6.2,4.3,Severe,36-45,6-8 jam,4,Tidak Kesepian
USR01064,28,Male,Twitter/X,5.4,3.2,1.3,8.6,6.6,6.4,8.0,Low,26-35,6-8 jam,1,Sangat Kesepian
USR01065,26,Male,TikTok,3.4,4.2,4.5,2.1,3.7,7.2,5.6,High,26-35,6-8 jam,3,Tidak Kesepian
USR01066,22,Male,YouTube,7.0,4.0,3.9,9.0,8.1,7.4,5.3,High,18-25,6-8 jam,3,Sangat Kesepian
USR01067,26,Non-binary,Facebook,3.7,4.0,5.2,4.9,6.6,9.9,5.0,Severe,26-35,>8 jam,4,Kesepian Ringan
USR01068,16,Female,TikTok,2.2,3.8,5.1,8.7,6.2,10.0,4.1,Severe,<18,>8 jam,4,Sangat Kesepian
USR01069,20,Male,Instagram,3.8,9.3,4.9,3.8,5.2,5.7,4.7,Severe,18-25,<6 jam,4,Kesepian Ringan
USR01070,37,Male,TikTok,3.3,3.0,3.2,2.3,4.9,9.9,7.1,Moderate,36-45,>8 jam,2,Tidak Kesepian
USR01071,39,Male,TikTok,4.1,4.9,3.2,2.4,7.4,7.8,5.1,Severe,36-45,6-8 jam,4,Tidak Kesepian
USR01072,41,Non-binary,Instagram,2.0,5.4,10.0,2.6,5.0,5.4,5.9,Moderate,36-45,<6 jam,2,Kesepian Ringan
USR01073,35,Male,TikTok,4.2,8.3,3.5,3.6,4.7,5.1,6.7,Moderate,26-35,<6 jam,2,Kesepian Ringan
USR01074,15,Male,Facebook,0.5,5.3,2.6,2.4,8.0,8.3,8.5,Low,<18,>8 jam,1,Tidak Kesepian
USR01075,21,Female,Snapchat,4.8,7.2,6.6,4.1,4.1,9.2,6.1,High,18-25,>8 jam,3,Kesepian Ringan
USR01076,40,Non-binary,Twitter/X,4.2,4.1,5.4,5.1,4.1,6.0,6.3,Moderate,36-45,<6 jam,2,Kesepian Sedang
USR01077,34,Female,YouTube,4.1,6.8,4.5,3.4,5.5,7.0,6.9,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR01078,43,Male,TikTok,2.7,9.6,0.0,5.1,6.3,5.1,4.9,High,36-45,<6 jam,3,Kesepian Sedang
USR01079,33,Female,Twitter/X,4.4,5.0,8.8,2.0,5.3,6.4,5.9,High,26-35,6-8 jam,3,Tidak Kesepian
USR01080,31,Non-binary,Facebook,4.9,0.2,6.4,5.8,3.2,7.1,7.5,Low,26-35,6-8 jam,1,Kesepian Sedang
USR01081,16,Non-binary,Instagram,0.7,4.0,5.0,3.4,4.7,7.4,8.8,Low,<18,6-8 jam,1,Kesepian Ringan
USR01082,27,Male,TikTok,6.6,8.7,4.5,7.1,5.6,7.9,4.7,Severe,26-35,6-8 jam,4,Kesepian Sedang
USR01083,25,Female,YouTube,4.1,3.5,4.1,3.6,6.5,7.0,8.3,Low,18-25,6-8 jam,1,Kesepian Ringan
USR01084,25,Male,Facebook,5.5,4.0,4.1,5.5,2.5,9.3,4.9,Severe,18-25,>8 jam,4,Kesepian Sedang
USR01085,31,Male,Instagram,7.8,6.6,5.7,3.3,2.8,4.8,4.6,Severe,26-35,<6 jam,4,Kesepian Ringan
USR01086,23,Male,Instagram,1.8,6.2,3.1,4.9,4.4,8.3,7.0,Moderate,18-25,>8 jam,2,Kesepian Ringan
USR01087,17,Male,Facebook,2.3,6.0,5.7,5.5,6.0,6.6,5.1,High,<18,6-8 jam,3,Kesepian Sedang
USR01088,22,Female,YouTube,2.4,9.3,4.8,0.5,4.1,6.5,7.2,Moderate,18-25,6-8 jam,2,Tidak Kesepian
USR01089,32,Male,Instagram,4.6,5.8,4.0,3.6,3.8,6.7,6.8,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR01090,30,Female,TikTok,2.3,4.6,6.5,2.1,5.6,8.5,5.9,High,26-35,>8 jam,3,Tidak Kesepian
USR01091,28,Female,TikTok,2.6,7.9,5.6,5.6,4.3,7.0,7.2,Low,26-35,6-8 jam,1,Kesepian Sedang
USR01092,40,Non-binary,Instagram,8.3,4.2,4.7,7.6,2.8,7.1,4.6,Severe,36-45,6-8 jam,4,Sangat Kesepian
USR01093,21,Female,Facebook,3.9,6.5,6.9,3.1,8.5,7.0,5.8,Moderate,18-25,,2,Kesepian Ringan
USR01094,40,Female,Instagram,5.4,7.3,2.5,6.0,1.9,6.9,5.0,Severe,36-45,6-8 jam,4,Kesepian Sedang
USR01095,35,Male,Instagram,6.7,6.1,3.5,5.4,3.3,7.3,4.9,Severe,26-35,6-8 jam,4,Kesepian Sedang
USR01096,37,Male,TikTok,7.7,2.5,2.4,3.7,1.3,7.0,6.2,Moderate,36-45,6-8 jam,2,Kesepian Ringan
USR01097,23,Non-binary,TikTok,1.4,4.2,6.9,3.9,7.4,8.3,7.2,Moderate,18-25,>8 jam,2,Kesepian Ringan
USR01098,32,Female,Snapchat,5.4,7.5,8.5,7.1,4.7,7.2,7.0,Moderate,26-35,6-8 jam,2,Kesepian Sedang
USR01099,22,Male,Snapchat,6.2,6.8,3.1,3.0,4.8,5.6,2.5,Severe,18-25,<6 jam,4,Kesepian Ringan
USR01100,25,Female,TikTok,7.0,3.1,4.9,3.9,7.9,4.6,5.6,High,18-25,<6 jam,3,Kesepian Ringan
USR01101,24,Female,Instagram,5.3,7.7,2.3,5.6,5.8,6.6,4.9,Severe,18-25,6-8 jam,4,Kesepian Sedang
USR01102,42,Female,Instagram,3.6,6.5,7.1,7.2,4.8,4.4,6.9,Moderate,36-45,<6 jam,2,Kesepian Sedang
USR01103,20,Female,Twitter/X,4.9,5.3,2.2,8.9,8.8,7.9,8.9,Low,18-25,6-8 jam,1,Sangat Kesepian
USR01104,44,Non-binary,Snapchat,4.6,1.3,4.7,2.9,6.7,6.0,7.7,Moderate,36-45,<6 jam,2,Kesepian Ringan
USR01105,41,Female,Instagram,3.8,2.3,6.5,2.6,1.5,7.0,6.1,High,36-45,6-8 jam,3,Kesepian Ringan
USR01106,23,Female,Instagram,3.2,5.2,2.9,1.7,8.1,7.2,5.1,Severe,18-25,6-8 jam,4,Tidak Kesepian
USR01107,21,Male,Snapchat,4.3,3.9,2.3,3.4,4.6,5.9,4.9,Severe,18-25,<6 jam,4,Kesepian Ringan
USR01108,32,Female,TikTok,3.9,5.7,4.7,5.0,4.8,7.4,7.2,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR01109,29,Female,Facebook,5.1,3.1,0.1,3.3,2.8,4.1,6.2,Moderate,26-35,<6 jam,2,Kesepian Ringan
USR01110,15,Male,Twitter/X,3.1,4.2,8.1,2.7,4.9,9.1,8.6,Low,<18,>8 jam,1,Kesepian Ringan
USR01111,38,Male,Instagram,2.3,6.5,1.7,2.0,3.8,5.7,5.7,High,36-45,<6 jam,3,Tidak Kesepian
USR01112,15,Female,Instagram,3.5,7.6,4.2,6.5,5.0,6.8,6.2,High,<18,,3,Kesepian Sedang
USR01113,22,Male,Facebook,4.0,3.5,7.4,6.9,6.3,8.0,8.3,Low,18-25,6-8 jam,1,Kesepian Sedang
USR01114,15,Male,YouTube,6.9,6.8,5.1,5.0,3.3,8.5,5.3,High,<18,>8 jam,3,Kesepian Ringan
USR01115,42,Male,Snapchat,3.6,7.7,5.0,7.6,7.1,7.7,5.7,Moderate,36-45,6-8 jam,2,Sangat Kesepian
USR01116,42,Female,Instagram,0.5,5.2,5.9,5.6,5.2,3.5,6.9,Low,36-45,<6 jam,1,Kesepian Sedang
USR01117,18,Male,TikTok,9.4,6.0,7.0,1.7,4.2,7.7,5.7,Severe,<18,6-8 jam,4,Tidak Kesepian
USR01118,41,Male,YouTube,7.2,6.0,5.0,1.5,5.2,7.6,6.8,Moderate,36-45,,2,Tidak Kesepian
USR01119,31,Male,TikTok,5.8,6.0,4.1,2.5,4.0,7.5,6.3,High,26-35,6-8 jam,3,Tidak Kesepian
USR01120,35,Female,Facebook,5.6,2.6,5.6,4.8,5.6,8.8,7.2,Low,26-35,>8 jam,1,Kesepian Ringan
USR01121,15,Male,Twitter/X,4.6,3.2,6.6,4.9,7.7,6.5,6.1,High,<18,6-8 jam,3,Kesepian Ringan
USR01122,42,Female,Instagram,8.4,5.2,7.7,4.2,7.6,4.1,6.0,High,36-45,<6 jam,3,Kesepian Ringan
USR01123,23,Female,Instagram,1.8,2.6,4.3,2.7,0.0,5.4,5.9,Moderate,18-25,<6 jam,2,Kesepian Ringan
USR01124,37,Male,Facebook,6.2,6.0,4.8,4.9,5.6,7.9,6.0,High,36-45,6-8 jam,3,Kesepian Ringan
USR01125,17,Male,TikTok,6.2,4.7,5.9,3.9,1.9,7.8,6.2,High,<18,6-8 jam,3,Kesepian Ringan
USR01126,21,Female,Twitter/X,9.8,3.3,7.8,5.0,5.0,6.9,5.7,Severe,18-25,6-8 jam,4,Kesepian Ringan
USR01127,17,Male,TikTok,4.4,4.8,1.7,4.7,5.0,6.3,7.0,Moderate,<18,6-8 jam,2,Kesepian Ringan
USR01128,31,Male,YouTube,7.9,5.4,5.8,4.9,3.6,4.4,6.3,High,26-35,<6 jam,3,Kesepian Ringan
USR01129,32,Male,TikTok,5.5,0.6,5.1,3.9,6.7,6.9,3.7,Severe,26-35,6-8 jam,4,Kesepian Ringan
USR01130,28,Male,YouTube,2.4,0.4,5.5,1.8,7.4,5.7,6.8,Low,26-35,<6 jam,1,Tidak Kesepian
USR01131,28,Female,Instagram,2.1,5.0,8.4,7.2,6.2,6.8,8.5,Low,26-35,6-8 jam,1,Kesepian Sedang
USR01132,37,Male,TikTok,7.2,2.5,6.4,3.7,4.1,7.3,4.3,Severe,36-45,6-8 jam,4,Kesepian Ringan
USR01133,43,Male,TikTok,1.9,3.9,3.8,8.8,3.7,8.5,5.7,High,36-45,>8 jam,3,Sangat Kesepian
USR01134,19,Male,Instagram,3.9,6.5,3.5,2.7,9.6,5.4,6.8,Low,18-25,<6 jam,1,Kesepian Ringan
USR01135,40,Male,Facebook,8.3,4.1,4.1,3.7,5.6,6.8,7.2,Moderate,36-45,6-8 jam,2,Kesepian Ringan
USR01136,30,Female,Instagram,2.5,3.1,5.8,1.3,4.5,5.5,7.7,Low,26-35,<6 jam,1,Tidak Kesepian
USR01137,35,Female,TikTok,5.8,6.0,6.1,1.1,3.4,6.9,7.1,Low,26-35,6-8 jam,1,Tidak Kesepian
USR01138,32,Female,TikTok,8.9,5.2,5.7,1.0,7.4,7.6,5.6,High,26-35,6-8 jam,3,Tidak Kesepian
USR01139,22,Male,Instagram,8.0,3.9,6.5,2.2,4.6,8.7,7.0,Moderate,18-25,>8 jam,2,Tidak Kesepian
USR01140,37,Female,Snapchat,6.3,5.9,9.3,4.4,7.6,7.1,7.1,Low,36-45,6-8 jam,1,Kesepian Ringan
USR01141,33,Non-binary,TikTok,3.0,3.0,1.1,5.7,8.1,8.3,5.2,High,26-35,>8 jam,3,Kesepian Sedang
USR01142,38,Male,Instagram,8.6,0.0,1.9,8.7,7.0,7.8,6.7,Moderate,36-45,6-8 jam,2,Sangat Kesepian
USR01143,29,Male,Instagram,6.6,9.8,2.8,3.5,5.3,5.6,8.0,Low,26-35,<6 jam,1,Kesepian Ringan
USR01144,31,Male,Twitter/X,4.7,6.6,5.7,5.1,5.4,4.9,7.4,Low,26-35,<6 jam,1,Kesepian Sedang
USR01145,32,Female,TikTok,2.2,6.3,2.7,1.9,6.4,7.8,6.8,Moderate,26-35,6-8 jam,2,Tidak Kesepian
USR01146,22,Male,TikTok,0.5,6.6,6.9,4.5,7.4,7.7,7.2,Moderate,18-25,6-8 jam,2,Kesepian Ringan
USR01147,44,Non-binary,YouTube,5.4,6.7,4.1,1.7,5.4,5.6,6.6,Moderate,36-45,<6 jam,2,Tidak Kesepian
USR01148,22,Male,Snapchat,3.1,2.9,7.1,3.5,6.3,8.6,6.3,High,18-25,>8 jam,3,Kesepian Ringan
USR01149,33,Female,Instagram,0.8,4.7,4.3,2.0,7.2,6.6,8.4,Low,26-35,6-8 jam,1,Tidak Kesepian
USR01150,18,Male,Instagram,6.6,1.6,3.0,5.6,2.0,6.0,4.9,Severe,<18,<6 jam,4,Kesepian Sedang
USR01151,31,Male,Instagram,5.1,6.3,2.9,6.5,3.4,5.7,4.4,Severe,26-35,<6 jam,4,Kesepian Sedang
USR01152,15,Male,Twitter/X,3.2,5.7,4.8,4.6,8.0,7.2,7.3,Low,<18,6-8 jam,1,Kesepian Ringan
USR01153,36,Female,YouTube,3.7,6.8,9.6,2.1,5.0,8.4,6.5,Moderate,36-45,>8 jam,2,Tidak Kesepian
USR01154,44,Male,Twitter/X,4.7,4.4,4.8,6.5,5.4,8.0,5.7,High,36-45,,3,Kesepian Sedang
USR01155,24,Male,Instagram,5.7,5.7,4.5,3.3,6.7,7.5,7.2,Moderate,18-25,6-8 jam,2,Kesepian Ringan
USR01156,40,Male,Instagram,2.6,3.1,5.3,5.3,3.9,6.8,9.3,Low,36-45,,1,Kesepian Sedang
USR01157,28,Male,TikTok,6.6,5.5,6.1,4.7,5.8,6.1,4.2,Severe,26-35,6-8 jam,4,Kesepian Ringan
USR01158,39,Male,YouTube,4.2,5.6,4.6,2.8,7.5,6.9,6.7,Low,36-45,6-8 jam,1,Kesepian Ringan
USR01159,31,Male,Twitter/X,2.4,5.5,5.7,6.8,8.9,10.0,7.5,Moderate,26-35,>8 jam,2,Kesepian Sedang
USR01160,24,Non-binary,YouTube,4.3,4.7,5.0,2.2,7.2,6.1,8.1,Low,18-25,6-8 jam,1,Tidak Kesepian
USR01161,16,Female,TikTok,4.7,0.7,9.2,6.9,8.2,6.3,6.3,Moderate,<18,6-8 jam,2,Kesepian Sedang
USR01162,35,Male,Instagram,7.2,3.6,4.5,3.5,5.5,5.7,4.4,Severe,26-35,<6 jam,4,Kesepian Ringan
USR01163,31,Female,Instagram,6.1,6.4,4.5,0.4,5.9,7.5,6.6,High,26-35,6-8 jam,3,Tidak Kesepian
USR01164,30,Male,Instagram,0.5,4.5,5.5,4.9,5.8,3.0,6.7,Moderate,26-35,<6 jam,2,Kesepian Ringan
USR01165,29,Female,Snapchat,1.9,5.0,2.6,6.0,5.8,5.8,5.6,High,26-35,<6 jam,3,Kesepian Sedang
USR01166,25,Female,Snapchat,6.3,5.6,3.6,7.4,4.3,4.5,5.1,Severe,18-25,<6 jam,4,Kesepian Sedang
USR01167,41,Male,YouTube,5.2,4.2,4.5,3.4,3.1,5.1,5.9,High,36-45,<6 jam,3,Kesepian Ringan
USR01168,40,Male,Snapchat,2.5,3.4,3.5,4.0,6.3,8.7,5.6,High,36-45,>8 jam,3,Kesepian Ringan
USR01169,18,Female,YouTube,3.5,2.5,5.6,4.5,2.6,5.1,6.5,Moderate,<18,<6 jam,2,Kesepian Ringan
USR01170,17,Female,TikTok,8.2,6.1,5.6,7.0,8.5,5.8,5.9,High,<18,<6 jam,3,Kesepian Sedang
USR01171,34,Non-binary,Twitter/X,0.5,2.5,5.1,4.4,5.6,7.4,6.3,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR01172,20,Male,TikTok,7.3,7.0,5.1,1.7,7.0,6.7,8.1,Low,18-25,6-8 jam,1,Tidak Kesepian
USR01173,28,Male,Snapchat,5.3,6.3,4.9,3.2,6.7,6.5,5.8,High,26-35,6-8 jam,3,Kesepian Ringan
USR01174,17,Male,YouTube,3.3,3.5,4.3,3.9,4.3,5.1,7.8,Low,<18,<6 jam,1,Kesepian Ringan
USR01175,15,Male,Facebook,4.0,8.0,5.9,1.9,10.0,6.3,6.2,High,<18,6-8 jam,3,Tidak Kesepian
USR01176,23,Male,Twitter/X,5.4,6.2,8.7,5.3,3.4,6.4,4.7,Severe,18-25,6-8 jam,4,Kesepian Sedang
USR01177,21,Female,YouTube,4.8,4.0,2.1,4.4,5.5,6.9,6.6,Moderate,18-25,6-8 jam,2,Kesepian Ringan
USR01178,26,Male,YouTube,6.0,6.6,4.4,3.6,5.3,6.4,7.2,Low,26-35,6-8 jam,1,Kesepian Ringan
USR01179,37,Female,Instagram,7.2,4.5,10.0,2.9,3.6,4.8,4.8,Severe,36-45,<6 jam,4,Kesepian Ringan
USR01180,15,Female,TikTok,3.2,4.9,6.0,5.8,3.6,7.0,5.9,Moderate,<18,6-8 jam,2,Kesepian Sedang
USR01181,36,Male,TikTok,4.6,7.6,5.0,8.7,5.0,6.5,3.6,Severe,36-45,6-8 jam,4,Sangat Kesepian
USR01182,26,Male,TikTok,5.6,9.5,4.9,4.2,3.0,7.5,3.6,Severe,26-35,6-8 jam,4,Kesepian Ringan
USR01183,16,Non-binary,TikTok,3.6,8.5,4.8,7.1,10.0,6.1,6.8,Moderate,<18,6-8 jam,2,Kesepian Sedang
USR01184,29,Male,YouTube,4.5,5.7,6.2,4.3,6.1,7.2,7.9,Low,26-35,6-8 jam,1,Kesepian Ringan
USR01185,33,Female,YouTube,7.8,6.9,2.8,6.1,5.0,6.4,6.6,Moderate,26-35,,2,Kesepian Sedang
USR01186,38,Male,Instagram,0.5,0.8,5.4,2.8,7.1,5.6,7.9,Low,36-45,<6 jam,1,Kesepian Ringan
USR01187,18,Male,Instagram,5.2,5.4,6.4,6.3,5.9,7.1,6.3,Moderate,<18,6-8 jam,2,Kesepian Sedang
USR01188,25,Female,Snapchat,3.6,6.1,9.8,5.6,3.5,6.2,5.0,Severe,18-25,6-8 jam,4,Kesepian Sedang
USR01189,17,Non-binary,YouTube,2.1,1.2,1.6,5.2,1.9,5.5,7.9,Low,<18,<6 jam,1,Kesepian Sedang
USR01190,41,Male,Instagram,4.1,5.5,2.7,4.9,7.0,7.1,7.3,Moderate,36-45,6-8 jam,2,Kesepian Ringan
USR01191,32,Male,TikTok,5.4,2.3,5.7,4.4,1.6,6.3,6.6,High,26-35,6-8 jam,3,Kesepian Ringan
USR01192,21,Male,TikTok,6.4,4.2,7.5,2.2,4.8,7.4,6.2,High,18-25,6-8 jam,3,Tidak Kesepian
USR01193,25,Male,TikTok,2.9,5.1,6.2,4.1,7.9,7.6,8.0,Low,18-25,6-8 jam,1,Kesepian Ringan
USR01194,29,Non-binary,Instagram,6.0,1.3,2.0,6.0,4.3,7.1,5.5,High,26-35,6-8 jam,3,Kesepian Sedang
USR01195,40,Female,Snapchat,7.8,4.9,9.9,7.9,3.9,7.6,3.6,Severe,36-45,,4,Sangat Kesepian
USR01196,41,Female,Instagram,5.0,5.9,1.0,2.3,4.8,8.2,7.8,Low,36-45,>8 jam,1,Tidak Kesepian
USR01197,36,Male,Facebook,6.2,9.3,8.4,5.9,3.4,5.5,4.7,Severe,36-45,<6 jam,4,Kesepian Sedang
USR01198,29,Non-binary,Instagram,5.6,7.1,6.4,8.1,2.5,4.7,5.2,High,26-35,<6 jam,3,Sangat Kesepian
USR01199,29,Male,Instagram,6.1,4.9,4.3,4.1,5.4,6.1,5.7,Moderate,26-35,6-8 jam,2,Kesepian Ringan
